age,sex,experience,previous_infractions,illness
70,1,44,5,0
36,1,1,10,1
20,1,0,8,0
76,1,36,3,0
55,0,18,3,1
21,1,1,10,0
58,1,18,10,0
49,0,1,8,0
68,1,3,6,0
81,1,47,5,0
67,1,24,8,0
28,1,8,7,0
83,0,42,8,0
19,1,0,6,0
73,1,11,6,1
69,1,47,3,0
18,1,0,1,0
31,0,2,8,0
76,0,35,3,0
25,1,5,9,0
41,1,23,10,0
24,0,5,5,0
25,1,4,9,0
44,1,12,8,1
21,1,2,2,0
40,0,13,6,0
37,1,7,2,0
24,1,4,2,0
58,0,33,10,0
48,0,29,10,0
72,1,54,5,1
54,0,6,0,0
75,1,44,3,1
21,0,1,0,0
66,1,31,6,0
32,0,7,7,0
81,1,51,9,0
54,1,28,7,0
35,0,8,10,0
57,1,27,7,0
70,0,18,0,0
49,0,6,4,1
74,1,7,0,0
71,0,5,7,1
25,0,5,7,0
71,1,36,8,0
49,0,29,10,0
71,0,19,4,0
73,1,38,1,0
84,1,43,2,0
69,1,23,9,0
49,1,16,10,0
25,1,7,1,0
59,0,15,5,0
67,0,33,5,0
32,1,1,2,1
60,0,10,10,0
59,0,35,3,0
45,0,21,10,0
35,0,11,8,0
63,0,7,9,1
23,0,2,2,1
28,1,9,8,0
41,0,22,8,1
40,1,20,6,1
27,0,9,8,1
50,0,13,3,0
51,0,25,9,0
49,0,4,9,0
32,0,8,2,0
18,1,0,6,1
54,1,12,5,0
81,1,57,7,1
48,1,0,5,0
75,0,31,6,1
83,1,5,6,0
59,1,19,4,0
36,0,15,8,0
83,1,39,4,1
23,1,1,4,1
75,1,5,8,1
72,0,35,3,0
51,1,6,0,1
55,0,24,5,0
32,0,4,8,1
38,1,12,10,0
41,0,8,1,0
61,0,8,5,0
80,0,2,1,0
55,0,22,0,1
71,1,4,7,0
71,1,16,4,0
74,1,38,7,0
72,0,13,8,0
59,1,22,1,0
82,0,11,4,1
35,0,4,10,0
69,1,14,4,0
28,1,7,4,0
27,0,2,1,0
52,1,6,10,0
69,1,27,1,1
50,0,4,9,0
23,0,2,1,0
44,1,21,9,0
82,1,45,9,0
80,0,8,4,0
47,0,24,5,1
85,1,26,5,0
42,1,5,6,0
40,0,14,2,0
48,0,4,4,0
24,0,5,0,0
22,1,4,8,0
46,1,20,5,1
75,1,57,2,1
29,1,11,9,0
48,0,16,4,0
37,0,19,5,0
53,1,19,7,0
33,0,11,10,1
29,1,6,4,1
60,1,13,2,0
26,0,1,8,1
69,0,22,1,0
85,0,34,6,0
35,1,2,9,1
72,1,31,2,0
65,1,29,6,0
80,0,35,0,1
78,0,59,3,1
75,1,2,5,0
43,1,15,8,0
55,1,34,0,0
24,1,5,1,1
33,1,8,0,0
56,0,36,3,1
79,1,41,0,0
25,1,5,4,0
59,1,0,6,1
50,0,30,5,0
40,0,7,10,0
72,1,3,1,0
74,0,24,3,0
81,1,6,10,0
55,0,2,6,0
60,1,38,9,0
73,1,1,10,1
72,0,43,5,1
84,0,50,5,0
67,0,1,9,0
80,1,45,8,0
48,1,0,3,0
57,0,35,10,0
63,0,30,9,0
80,1,17,2,0
22,0,4,7,1
21,0,1,10,0
38,1,0,10,0
56,0,11,8,1
70,0,3,7,0
24,1,6,10,0
47,1,17,7,1
80,0,53,8,0
78,0,19,5,0
62,0,43,10,0
49,1,13,9,0
57,0,2,7,0
67,0,5,10,0
75,1,44,6,0
34,1,4,0,0
37,0,5,6,0
47,1,11,1,1
82,1,42,7,1
77,0,7,7,0
68,0,17,5,0
63,1,40,5,1
28,0,10,6,0
80,1,43,10,0
74,1,36,4,0
53,1,25,9,0
77,1,21,1,0
44,0,11,1,1
40,0,11,4,0
20,1,1,5,0
80,0,29,6,0
56,0,29,6,0
72,1,33,10,0
48,1,25,1,0
38,1,8,3,1
18,1,0,0,0
49,0,4,2,0
50,0,11,2,0
67,1,45,4,0
37,1,10,6,0
50,1,14,0,1
41,1,14,6,0
55,1,9,0,0
78,0,58,3,0
54,1,10,8,0
75,0,2,7,0
31,1,10,8,0
58,0,27,8,0
18,1,0,8,0
42,1,7,0,0
73,1,52,10,0
64,0,17,6,0
33,0,0,8,0
67,1,17,10,0
71,1,27,8,0
70,0,18,4,0
56,0,22,7,0
26,1,2,7,0
58,0,35,10,0
39,1,6,9,0
50,0,2,2,0
56,1,22,6,0
36,0,8,8,0
82,1,37,5,0
69,1,10,8,0
24,0,5,6,0
44,0,13,2,0
43,0,20,1,0
74,1,50,1,0
37,0,13,1,0
38,0,18,3,0
23,0,5,9,0
39,0,5,10,0
31,1,4,10,0
25,0,3,2,0
53,0,4,2,1
65,1,39,3,1
20,1,0,4,1
35,0,8,8,1
83,1,31,9,1
81,1,12,10,0
21,1,0,0,0
79,1,55,3,1
33,1,8,5,0
36,1,3,0,0
60,1,3,5,0
62,1,1,0,0
76,0,33,8,0
61,1,1,0,0
72,0,31,10,1
40,0,3,2,0
25,1,3,1,0
28,0,4,7,0
69,0,34,7,0
40,1,7,10,1
19,0,1,1,0
42,1,17,8,0
50,1,25,1,0
74,1,43,2,1
76,1,51,4,0
25,1,3,2,1
67,0,34,2,1
20,0,0,7,0
27,1,3,8,0
82,0,57,10,0
75,1,44,7,0
69,0,39,4,0
56,1,29,1,0
33,1,10,10,0
72,1,51,3,0
29,1,0,2,0
68,0,15,7,0
28,1,9,1,0
76,0,42,3,1
85,1,34,1,0
68,0,46,8,0
21,0,2,0,1
76,0,57,0,0
57,0,20,9,1
38,0,2,10,0
54,1,14,6,0
77,0,47,2,0
26,1,5,9,0
21,0,3,0,1
81,0,32,10,0
23,1,3,10,0
53,1,18,8,0
33,1,1,7,0
82,1,36,8,0
37,0,16,0,1
54,1,6,2,1
40,0,0,0,0
35,1,11,2,1
65,1,38,9,0
21,0,0,4,0
47,0,27,6,0
84,0,63,4,0
34,1,14,7,0
54,1,31,3,0
74,0,36,3,0
21,1,3,1,0
52,0,33,8,0
36,0,14,10,0
53,1,31,0,0
24,0,1,7,0
54,0,34,5,0
25,0,6,7,0
54,1,6,9,0
19,1,0,9,0
23,1,5,1,0
75,1,24,10,0
65,0,22,8,0
71,0,30,9,0
62,1,16,1,0
49,0,3,1,0
21,0,3,6,1
23,1,1,5,0
20,1,2,7,0
56,0,19,3,0
59,1,32,1,0
61,0,31,4,1
30,1,1,9,0
42,1,14,0,0
74,1,29,5,1
67,0,28,4,0
50,0,23,0,0
74,0,15,5,0
79,0,32,9,1
80,0,36,4,0
56,1,0,5,0
21,1,2,9,1
20,1,0,7,0
85,1,13,2,1
22,1,2,8,0
30,1,0,8,0
78,1,24,8,0
41,0,14,10,1
73,1,48,8,0
85,0,5,3,1
61,1,24,9,0
41,0,14,10,0
65,0,15,6,0
67,0,40,3,0
74,0,39,8,0
73,0,2,10,0
82,1,10,8,0
57,0,13,4,0
78,1,35,8,1
42,0,6,3,0
53,0,22,7,0
76,0,56,9,0
52,1,15,5,0
41,0,10,4,0
85,0,14,3,0
49,1,18,1,0
21,0,1,6,0
82,0,7,5,0
25,1,1,6,0
26,1,2,10,0
24,0,4,9,0
42,0,11,9,1
84,1,48,7,0
51,1,9,4,0
18,0,0,8,0
23,0,3,5,0
50,1,25,8,0
28,1,6,0,0
30,0,7,3,0
24,0,1,4,0
22,1,3,7,0
66,1,21,7,0
42,0,17,1,0
75,1,39,5,0
52,0,23,1,0
64,0,19,6,0
38,1,4,3,0
28,0,7,1,0
31,1,7,9,1
36,0,18,3,0
66,1,35,10,0
66,1,30,0,0
64,1,6,1,1
61,1,31,4,0
35,0,1,6,0
75,1,10,5,0
47,1,20,3,0
64,0,0,2,0
48,0,30,4,0
22,0,4,6,0
65,1,16,3,0
51,0,26,1,1
56,1,31,10,1
57,1,19,6,0
79,0,22,3,0
54,1,35,7,0
24,1,6,5,0
62,0,0,1,0
58,1,25,8,1
41,0,3,10,0
54,1,15,1,0
36,0,13,9,0
29,0,7,10,0
39,0,17,8,0
62,0,38,6,0
23,1,1,7,0
24,1,3,7,1
48,1,23,0,1
76,1,38,9,0
20,0,2,8,0
25,0,0,10,0
40,1,16,0,0
79,1,37,6,1
39,0,19,4,0
71,0,19,10,0
29,1,8,2,0
20,1,2,6,0
81,0,50,8,0
78,0,24,3,0
54,0,2,3,0
82,1,44,8,0
33,1,0,10,0
68,1,25,6,0
40,0,19,3,1
52,0,12,3,1
32,0,1,3,0
34,1,7,3,0
66,1,0,7,0
74,0,28,7,0
50,1,1,2,0
53,1,29,0,0
80,1,34,9,0
70,1,25,2,0
44,0,24,5,1
83,1,49,8,0
68,0,9,3,0
82,1,26,0,1
41,1,11,3,0
20,0,2,10,1
24,1,6,9,0
51,0,4,2,1
21,1,3,1,0
47,1,29,10,0
28,0,7,8,1
81,1,37,3,1
56,1,20,3,0
78,1,18,6,0
50,1,24,0,0
42,1,4,10,1
72,1,6,3,0
27,0,6,0,0
79,0,30,8,0
39,1,4,10,0
79,0,39,10,0
83,0,38,0,0
85,1,36,10,0
50,0,31,5,0
29,1,2,6,0
27,0,5,2,1
73,0,4,1,0
28,0,1,7,0
76,1,25,0,0
51,0,5,5,0
41,0,15,3,0
77,1,42,5,0
35,0,2,4,0
34,1,9,7,0
18,0,0,4,1
18,0,0,8,0
83,1,46,1,0
50,1,22,4,0
52,1,7,1,0
35,1,8,5,0
84,0,62,7,0
55,0,31,4,0
48,0,25,10,0
82,0,51,0,0
66,1,40,2,0
77,1,52,6,0
44,1,23,0,0
81,1,47,8,0
69,0,2,10,0
71,0,35,6,0
63,1,27,2,0
80,0,21,10,1
65,1,22,6,0
67,0,45,0,0
85,1,30,6,0
63,1,26,3,0
81,1,63,9,0
18,0,0,4,0
24,1,4,1,1
19,1,0,8,0
85,1,33,8,1
65,0,34,2,0
18,0,0,5,0
56,1,37,7,0
19,1,1,6,0
59,0,23,9,0
20,1,2,1,0
68,0,18,2,1
74,1,8,2,0
40,0,22,9,1
69,0,31,7,0
76,1,27,2,0
22,0,0,1,0
75,1,0,2,1
73,0,36,3,0
76,1,40,2,1
71,1,35,10,0
21,0,1,0,0
48,1,29,6,0
29,0,6,6,0
72,1,2,5,0
31,0,13,4,0
18,1,0,1,1
53,0,21,2,0
20,0,1,7,0
68,0,27,7,0
78,1,45,9,0
61,0,40,10,0
49,0,15,3,1
63,1,5,4,0
62,0,11,0,0
52,1,14,5,0
75,0,22,3,0
18,1,0,5,0
26,0,5,3,0
29,0,10,4,1
41,0,11,5,0
34,1,11,2,0
39,0,18,8,0
67,0,44,9,0
23,0,2,6,1
63,0,5,6,0
63,1,27,3,0
41,0,4,1,0
23,0,2,2,0
49,1,1,3,0
78,1,41,9,0
72,0,47,2,0
44,0,22,10,0
69,1,27,9,0
26,1,2,8,1
23,1,5,0,1
57,1,32,3,0
30,0,11,8,0
53,0,10,3,1
45,0,9,1,0
26,0,0,7,1
85,1,24,3,0
83,0,42,7,0
42,0,7,6,0
61,1,41,4,0
85,1,42,8,0
82,1,40,6,0
71,1,46,6,0
61,0,24,4,0
73,1,39,6,1
80,1,13,8,1
39,0,0,1,0
73,0,0,4,0
30,0,11,5,0
71,1,4,7,1
35,1,4,4,0
76,1,58,9,0
74,1,12,3,0
31,1,12,1,0
26,1,0,3,0
48,0,13,0,0
68,1,37,10,1
75,0,55,0,1
37,0,19,5,0
54,1,11,9,0
27,0,8,5,0
21,0,2,3,0
81,1,22,4,0
31,0,2,2,1
52,0,30,0,0
54,1,16,3,0
49,1,12,9,0
27,0,0,2,1
77,1,6,10,0
41,1,19,10,0
55,1,12,7,0
79,1,49,10,0
25,1,7,9,0
40,1,5,4,1
80,1,53,2,0
61,1,40,2,0
23,1,3,4,1
80,1,1,5,1
30,1,11,2,0
31,0,0,4,0
62,1,7,3,0
31,1,7,4,0
70,1,17,2,0
21,0,3,2,0
48,1,8,9,0
32,1,7,5,1
45,0,22,8,0
55,0,36,1,1
37,0,9,10,0
78,1,3,8,0
55,1,33,1,0
37,0,14,5,0
74,0,48,10,1
49,1,10,7,0
32,1,9,10,0
84,1,41,4,0
44,0,1,5,0
34,1,2,9,1
24,1,6,10,0
29,1,9,6,0
73,1,54,9,0
25,1,7,0,0
49,1,18,1,1
28,1,5,0,0
31,1,4,4,1
48,1,11,2,0
84,1,45,5,0
51,0,7,10,0
48,0,7,5,0
48,0,0,7,0
78,0,6,5,0
37,0,7,5,1
79,1,26,7,0
41,1,18,8,0
37,1,6,4,0
18,0,0,6,1
24,1,5,8,1
25,1,6,0,1
82,1,45,10,0
83,0,28,7,1
67,0,20,1,0
74,0,2,8,1
25,0,6,10,0
29,1,1,3,0
71,0,45,10,0
58,0,30,7,0
32,1,6,0,0
32,0,5,0,0
36,0,13,10,0
60,1,23,0,0
19,1,0,2,1
47,1,6,6,0
83,1,14,10,0
66,0,30,9,1
58,0,19,3,0
78,1,32,2,0
72,1,1,7,1
66,1,8,2,0
84,0,47,4,1
23,0,4,1,0
60,1,34,4,0
70,1,39,0,0
75,1,34,5,0
67,0,23,3,1
41,1,17,9,0
46,1,3,0,0
46,1,11,10,0
67,0,28,7,0
74,1,13,6,0
56,0,26,0,0
27,0,2,3,0
68,0,30,5,0
73,1,9,2,0
58,0,26,6,0
19,0,1,6,0
47,0,13,7,0
64,0,13,7,0
66,0,16,5,0
77,0,27,9,0
32,0,3,3,0
78,1,7,7,1
34,1,2,0,1
31,0,0,9,0
45,0,11,10,0
68,0,12,9,0
52,0,26,9,0
72,0,38,6,0
44,0,8,7,0
38,0,3,2,0
37,0,18,10,0
39,1,14,2,0
81,1,22,8,0
33,1,13,4,0
19,1,1,4,0
85,0,15,3,1
38,0,6,1,1
30,0,12,9,0
46,0,18,8,0
46,0,18,4,1
21,1,0,2,0
67,1,8,5,0
72,1,53,5,1
19,1,1,1,0
18,0,0,0,0
82,1,0,7,0
72,0,49,2,0
61,0,11,3,1
61,1,6,3,0
33,1,6,6,1
85,1,49,5,0
53,0,19,7,0
33,0,12,0,0
40,1,5,7,0
70,0,7,1,0
49,1,19,3,1
73,0,23,5,0
37,1,4,7,0
44,0,23,0,0
54,0,31,9,0
41,1,0,5,0
71,1,41,4,0
33,0,3,0,0
56,1,3,5,0
49,1,1,7,1
22,1,4,10,0
61,0,36,10,0
46,1,18,9,0
40,0,1,2,0
24,1,1,2,0
31,0,2,8,0
52,1,8,9,0
62,1,43,10,1
50,0,24,1,0
51,0,16,1,0
21,0,1,2,0
72,0,53,5,0
36,0,14,4,0
34,0,6,3,0
66,1,23,1,0
66,1,15,9,0
42,1,0,3,0
63,1,3,6,1
40,0,8,8,0
59,1,13,9,1
66,1,37,10,0
29,0,0,10,0
24,0,4,9,0
69,1,30,6,0
80,0,62,7,0
63,0,45,8,0
53,1,29,4,0
27,1,7,3,1
55,1,8,7,0
27,0,5,7,0
55,0,0,2,0
82,1,60,5,1
71,0,50,9,0
39,1,4,5,1
81,0,23,2,0
80,0,45,7,0
44,0,12,3,0
62,0,23,4,1
20,0,0,6,0
61,0,42,7,1
74,1,4,4,1
50,1,14,10,0
34,0,6,5,0
22,1,2,10,1
72,1,15,6,0
35,1,14,3,1
63,0,35,10,1
30,1,9,5,0
79,0,0,9,0
24,1,1,0,0
64,1,1,5,0
20,1,2,0,0
69,1,18,9,0
74,1,52,2,0
53,1,17,0,0
61,1,22,5,1
25,0,6,10,0
41,0,7,9,1
47,1,0,7,0
64,0,4,5,1
20,1,1,6,0
83,0,32,3,0
19,1,1,10,0
29,0,0,1,0
26,1,0,6,1
72,0,32,7,0
82,1,37,7,0
34,0,14,9,1
44,0,23,10,0
24,0,1,7,0
25,0,4,0,0
74,0,1,7,0
43,1,12,10,1
78,1,20,5,0
23,1,0,5,0
48,0,6,6,0
28,1,1,1,0
71,1,2,5,0
50,0,18,4,1
34,1,1,8,1
48,0,9,9,0
25,0,0,5,0
28,1,2,2,0
64,0,34,1,0
22,1,4,5,0
46,1,19,10,0
34,0,6,5,1
75,0,17,4,0
35,0,16,5,0
38,1,20,0,0
77,1,4,10,1
52,1,7,2,0
43,0,18,5,1
73,0,53,0,0
66,1,29,1,0
20,1,2,9,0
78,1,19,2,1
26,0,0,10,0
69,0,16,0,0
47,1,10,0,0
62,1,43,9,0
66,0,26,6,1
72,0,25,4,0
85,1,30,2,0
36,1,9,6,0
66,0,5,3,1
38,0,4,10,0
85,0,31,8,0
74,0,29,2,0
44,1,21,2,0
18,1,0,6,0
51,0,17,5,0
40,0,5,10,0
49,1,4,9,0
82,0,23,2,0
84,1,8,4,0
32,0,9,8,0
44,0,14,5,0
38,1,12,0,0
34,0,7,1,0
69,1,41,10,0
43,1,22,2,0
60,1,7,5,0
78,0,29,1,0
40,1,14,3,0
19,1,0,7,0
52,1,1,2,1
73,0,7,9,1
46,1,8,5,0
68,1,36,2,0
57,0,6,8,0
63,1,41,7,0
18,1,0,10,1
37,0,15,6,1
61,0,12,0,0
41,0,0,1,0
28,1,7,1,0
68,0,30,10,0
45,0,5,10,0
47,0,25,7,0
74,0,40,5,0
85,0,63,2,0
25,0,1,9,0
51,0,9,2,0
61,0,10,2,0
68,1,12,8,1
26,0,5,9,0
78,0,41,2,0
69,1,5,1,1
68,1,34,1,0
81,0,32,1,1
44,0,10,2,0
78,1,4,2,1
38,0,15,4,0
69,0,6,0,0
59,1,14,1,0
85,1,8,7,0
78,0,10,10,0
82,0,34,7,0
40,1,4,10,0
66,0,28,7,0
34,0,13,1,0
41,0,17,8,1
43,1,10,0,0
39,0,3,8,0
58,0,33,4,0
56,0,27,7,1
59,0,9,1,0
31,0,5,1,0
80,0,2,5,1
33,1,13,0,0
45,1,2,7,1
79,0,48,4,0
73,0,13,8,0
50,1,20,4,0
85,0,9,0,0
38,0,4,10,0
81,0,19,8,0
85,0,28,8,0
39,0,21,2,0
63,0,25,5,0
78,1,36,2,0
37,1,5,1,1
52,0,27,2,0
69,1,39,3,0
62,1,3,8,0
21,1,3,9,0
57,1,7,1,0
84,0,19,0,0
67,1,0,4,1
43,1,22,6,0
82,1,24,0,1
73,0,5,5,0
55,0,21,10,0
72,1,43,6,0
77,0,42,8,0
51,0,4,4,0
25,0,1,4,0
80,1,4,3,0
30,1,7,3,0
24,1,5,6,1
31,0,9,1,0
38,1,0,7,0
68,1,44,4,0
78,0,1,5,0
63,0,27,10,0
50,1,7,10,0
78,1,49,9,0
64,1,36,3,0
77,0,28,4,0
75,1,1,3,0
20,1,2,8,0
36,1,13,8,0
83,1,2,8,1
46,0,6,1,0
32,0,11,5,0
33,0,2,7,1
23,0,3,9,0
73,0,21,4,0
48,0,15,10,0
53,0,31,6,1
34,1,13,0,0
83,1,65,8,0
28,1,6,5,1
32,1,7,2,0
34,1,12,9,1
71,0,10,4,0
85,0,20,7,1
27,1,4,8,0
82,1,41,10,0
76,1,44,3,0
50,1,21,6,0
42,1,15,4,0
46,0,12,3,0
27,0,6,7,0
43,1,10,3,0
83,0,4,3,0
30,1,2,9,1
77,1,28,10,0
51,0,28,6,0
46,1,22,3,1
34,0,9,2,1
26,0,6,4,1
70,1,9,1,1
26,0,0,8,0
31,0,11,9,1
36,0,12,4,0
26,1,1,9,0
58,0,22,4,0
46,1,20,3,0
21,1,2,4,0
37,0,4,1,1
29,0,8,8,0
65,0,45,2,0
40,0,22,6,0
56,0,3,1,0
37,0,9,4,1
77,1,4,2,0
27,1,4,0,0
81,1,32,2,1
68,0,34,10,0
85,0,24,6,1
48,0,16,0,0
37,0,19,2,0
38,1,2,0,0
24,0,6,0,0
38,0,14,0,1
35,1,14,4,1
29,0,10,8,0
77,0,4,3,0
30,0,6,6,0
25,1,7,0,0
40,1,19,0,0
52,0,28,3,0
75,0,43,1,0
66,0,26,9,0
22,0,3,9,0
62,0,39,2,0
53,1,18,7,0
18,0,0,5,1
25,0,2,6,0
30,0,3,5,0
46,0,17,2,0
28,1,7,2,0
76,1,0,9,0
68,1,19,6,0
59,1,41,5,1
32,0,0,5,0
83,0,39,2,0
66,1,1,8,1
63,1,18,7,0
42,0,13,3,0
44,0,4,9,1
40,1,6,0,1
18,1,0,3,1
66,0,36,9,1
50,1,26,10,0
24,0,5,3,1
44,0,4,1,0
28,0,2,7,0
78,1,49,6,0
49,1,24,0,0
52,1,17,3,0
50,0,26,4,0
66,1,35,0,0
43,0,5,3,0
74,0,51,6,0
26,1,4,1,0
43,1,17,4,0
83,0,2,1,0
47,1,1,1,1
74,1,56,6,0
80,0,34,3,0
82,1,46,10,1
20,0,0,0,0
43,0,13,4,1
42,1,4,7,1
30,1,7,7,0
30,1,4,3,0
55,0,7,0,0
68,0,41,4,1
83,1,40,1,0
28,0,1,5,0
84,1,22,6,0
78,1,55,2,0
72,1,23,4,0
40,1,11,10,0
24,1,4,4,0
75,1,9,6,1
69,1,7,2,0
22,1,2,0,0
58,0,39,7,0
49,0,22,3,1
75,1,11,9,0
35,1,8,4,0
52,0,31,4,0
71,0,48,1,1
70,1,34,10,0
83,0,51,4,0
67,1,14,9,0
62,0,29,0,1
61,0,33,6,0
60,1,6,10,0
62,0,2,7,0
32,1,10,5,0
56,1,33,7,0
36,1,2,8,0
34,0,4,7,0
62,1,14,3,0
76,1,32,4,0
34,1,5,10,0
62,1,33,5,0
18,1,0,4,0
19,0,0,9,0
59,0,24,3,0
24,1,0,0,0
34,0,8,5,0
40,0,20,10,0
27,0,6,4,0
54,0,29,10,1
36,0,8,10,0
65,0,39,6,0
73,1,49,5,0
27,1,5,4,0
74,0,34,10,0
42,0,22,0,1
52,1,2,5,0
66,1,32,7,0
64,0,3,2,0
53,0,14,4,0
33,0,9,1,0
73,1,27,4,0
77,0,41,5,0
61,1,9,3,0
18,0,0,7,0
84,1,6,2,1
55,0,0,0,0
53,0,8,1,1
57,1,32,4,0
49,1,29,4,0
55,1,35,9,0
25,1,3,8,0
28,1,10,6,0
57,0,17,7,0
80,0,35,9,1
34,0,15,5,0
20,0,2,8,0
73,1,53,4,0
39,0,7,3,0
42,0,9,10,0
42,0,12,2,0
45,1,2,7,0
73,0,42,9,0
29,0,4,5,1
46,0,16,4,0
72,1,5,10,0
63,1,29,8,0
31,1,1,8,0
73,1,15,7,1
40,1,4,2,0
44,0,21,4,0
69,1,17,4,0
66,0,46,5,0
22,0,3,8,0
69,1,4,6,1
37,1,1,8,1
45,1,23,0,0
79,0,14,1,0
54,0,20,2,1
51,1,32,7,0
21,0,0,1,0
51,0,10,6,0
73,0,6,2,0
29,1,6,8,0
28,0,2,5,0
80,1,43,4,0
22,1,1,6,1
80,0,39,0,1
43,1,2,9,0
26,0,5,6,0
31,1,9,1,0
34,1,11,7,0
51,1,15,3,0
23,1,1,9,0
31,0,1,8,0
31,1,0,6,0
65,1,46,6,1
25,0,5,6,0
72,0,12,5,0
46,0,2,2,0
63,1,10,9,0
82,1,41,8,0
59,0,7,8,0
61,1,42,7,0
45,1,3,3,0
77,0,21,1,0
36,1,5,9,1
69,1,44,9,0
29,1,11,10,1
59,0,20,7,0
76,0,43,1,0
63,0,6,10,0
74,1,6,4,0
57,1,33,4,0
37,0,5,9,0
37,0,10,0,0
61,1,9,6,0
33,1,14,9,0
36,0,1,1,0
19,1,1,4,0
76,0,36,6,0
81,0,27,2,0
25,1,3,9,0
47,0,20,7,0
67,0,39,1,0
28,1,6,5,0
40,0,5,8,0
55,0,28,2,1
22,1,3,6,1
72,0,2,7,0
31,1,5,1,0
32,1,14,9,0
67,1,48,0,0
24,1,5,6,1
52,1,17,2,0
84,1,2,9,0
30,0,10,1,0
74,0,44,0,0
26,1,3,9,0
51,1,19,5,0
53,0,10,7,0
20,1,1,9,0
20,0,1,5,1
72,0,18,0,0
47,1,9,3,0
49,1,10,8,0
44,0,20,6,0
76,1,20,7,0
19,0,1,10,1
45,1,2,10,0
78,1,18,4,0
47,1,1,8,0
31,1,6,8,0
83,1,51,1,0
40,1,18,9,0
69,1,45,7,0
57,1,30,2,0
45,0,27,0,1
78,0,0,7,0
24,0,4,4,0
39,1,17,10,0
22,1,3,3,1
58,1,26,5,1
40,1,21,4,0
26,1,6,9,0
65,1,7,2,0
47,1,11,3,0
38,0,17,8,1
34,1,12,6,1
72,0,42,8,1
82,0,53,2,0
77,0,2,7,1
39,0,13,1,0
57,0,12,0,0
18,1,0,9,0
82,0,35,0,0
57,1,8,9,0
41,0,10,3,0
84,0,20,4,0
31,0,11,4,0
74,0,33,5,0
80,0,59,4,0
73,0,0,9,0
33,1,11,5,0
77,1,49,0,0
44,1,18,2,0
68,0,47,2,1
45,1,0,0,0
56,0,23,6,0
28,1,4,6,0
51,0,28,8,0
54,0,33,8,1
85,0,50,1,0
18,1,0,3,0
67,0,48,10,0
35,0,5,6,0
83,0,53,2,0
29,1,4,9,0
85,1,11,3,1
67,0,32,9,0
47,1,2,3,0
54,0,14,2,1
18,1,0,10,0
23,0,2,2,0
42,0,3,3,0
59,1,9,7,0
24,1,3,8,0
25,0,2,0,0
61,1,31,8,0
41,1,7,5,0
63,1,21,9,0
54,1,3,10,0
42,0,5,5,0
43,1,13,7,1
27,0,2,2,0
22,0,3,7,0
40,1,7,3,0
34,1,2,9,0
53,1,5,0,0
38,1,9,0,0
50,1,28,5,0
22,0,0,9,0
81,0,43,4,0
40,1,19,4,1
40,1,12,10,0
71,1,1,5,1
43,1,2,10,0
27,1,7,1,0
34,0,4,0,0
74,1,3,8,0
72,0,6,8,0
62,0,2,2,1
19,0,0,1,0
35,1,13,4,0
18,1,0,7,0
84,1,16,9,0
63,1,20,4,1
43,1,4,3,0
29,0,2,3,0
39,1,1,2,0
62,1,16,8,1
73,1,15,3,0
75,1,39,10,0
84,1,10,10,0
54,0,17,3,0
27,0,3,9,0
43,1,8,6,0
52,1,25,8,0
75,0,47,8,0
41,1,4,10,0
28,1,10,5,1
72,1,24,9,0
22,0,2,1,1
59,0,24,7,0
67,1,36,8,0
32,0,8,4,0
27,0,7,8,1
62,0,20,2,1
24,0,2,1,0
25,0,5,4,0
72,1,37,3,0
71,0,8,10,0
27,0,0,5,1
59,1,7,6,0
33,1,0,1,0
82,1,43,6,0
82,0,16,0,0
71,1,44,1,1
65,0,2,2,1
84,0,24,7,0
34,0,14,3,0
84,1,23,10,0
46,1,14,6,0
78,1,19,1,0
59,0,22,7,1
66,1,47,7,0
22,1,4,9,0
84,1,51,7,0
63,1,0,5,0
83,0,43,5,0
76,1,25,5,0
55,0,15,0,0
78,0,59,3,1
39,0,16,2,1
34,1,5,2,1
65,0,2,0,0
54,1,9,5,0
72,1,9,0,0
44,0,0,6,1
30,0,4,0,0
41,1,0,10,0
23,0,2,1,0
48,0,7,7,0
41,1,1,7,1
74,0,48,5,0
23,1,0,7,0
73,0,7,9,0
28,0,6,3,0
61,1,28,3,1
50,1,27,5,0
22,0,1,3,0
39,1,20,6,0
44,1,19,1,0
29,1,3,7,0
81,1,30,7,0
43,0,13,3,0
28,1,7,0,0
77,1,12,4,1
44,0,26,7,1
39,0,20,4,0
64,0,9,4,0
79,0,51,2,0
78,1,40,5,0
66,0,46,5,0
28,1,3,2,0
31,1,9,6,0
67,1,28,8,0
59,1,28,2,0
33,0,3,0,0
23,1,2,7,0
58,1,35,9,1
82,1,6,2,0
68,1,25,9,0
28,0,8,3,0
65,1,32,0,1
73,0,47,7,1
70,0,27,3,0
66,0,44,9,1
83,0,10,3,0
26,1,8,7,0
66,1,44,9,0
36,0,13,3,0
61,0,41,7,1
64,0,21,10,0
57,0,37,1,0
46,1,24,7,0
20,0,2,4,0
70,1,36,0,0
72,0,53,8,0
20,0,0,0,0
76,0,14,10,0
36,1,11,0,0
30,0,6,5,0
36,0,17,3,0
28,1,5,3,0
73,1,22,10,0
22,1,3,1,0
19,0,0,9,0
22,1,1,8,0
32,1,2,9,0
31,1,12,8,0
73,0,9,4,0
55,0,7,5,0
60,0,3,8,0
32,1,6,4,0
71,1,29,8,1
